,Joy,Trust,Fear,Surprise,Sadness,Disgust,Anger,Anticipation
交錯,0.3,0.3,0.03291667,0.15277779,0.010000001,0.07027778,0.08291667,0.004166667
錯雑,0.0061224485,0,0.10256236,0.14897959,0.021836735,0.24657597,0.24428573,0.019727891
ハードウェア,0,0.012500001,0,0.033333335,0.22916667,0.083333336,0.30833334,0.020833334
ハードウエア,0,0.012500001,0,0.033333335,0.22916667,0.083333336,0.30833334,0.020833334
深奥,0,0,0,0,0.1,0.18333334,0.45000005,0
瞹昧さ,0,0,0.14166668,0.054166667,0.054166667,0.19722222,0.28333333,0.041666668
晦渋さ,0,0,0.112500004,0.03125,0.08125,0.18333334,0.35000002,0
玄妙,0,0,0,0,0.1,0.18333334,0.45000005,0
行う,0,0,0,0,0.2,0,0.4,0
成す,0,0,0,0,0.2,0,0.4,0
請ける,0,0,0,0,0.2,0,0.4,0
為す,0,0,0,0,0.2,0,0.4,0
チクチク痛む,0,0,0.18333334,0,0.11666667,0.06666667,0.3166667,0.050000004
長持,0.050000004,0.19333334,0,0.020000001,0.06666667,0,0.33333334,0
長持ち,0.075,0.2,0,0,0.1,0,0.2,0
長もち,0.075,0.2,0,0,0.1,0,0.2,0
対向,0,0,0,0,0.24000001,0.16000001,0.28,0
邀撃つ,0,0,0,0,0.24000001,0.16000001,0.28,0
向かう,0,0,0,0,0.24000001,0.16000001,0.28,0
当たる,0.03125,0,0,0.056250002,0.22500001,0.1,0.25,0
対す,0,0,0,0,0.24000001,0.16000001,0.28,0
ぶつかる,0.03125,0,0,0.056250002,0.22500001,0.1,0.25,0
立ち掛かる,0,0,0,0,0.24000001,0.16000001,0.28,0
向い合う,0,0,0,0,0.24000001,0.16000001,0.28,0
寇する,0,0,0,0,0.24000001,0.16000001,0.28,0
立ちかかる,0,0,0,0,0.24000001,0.16000001,0.28,0
当る,0.05666667,0.008888889,0.02666667,0.076666676,0.2,0.08888889,0.22222222,0
相対する,0,0,0,0,0.24000001,0.16000001,0.28,0
向合う,0,0,0,0,0.24000001,0.16000001,0.28,0
乱闘,0.1125,0,0.0375,0.025000002,0.22500001,0.008928572,0.22500001,0.014285715
開かる,0,0,0,0,0.24000001,0.16000001,0.28,0
向きあう,0,0,0,0,0.24000001,0.16000001,0.28,0
面する,0,0,0,0,0.24000001,0.16000001,0.28,0
立向かう,0,0,0,0,0.24000001,0.16000001,0.28,0
押立つ,0,0,0,0,0.24000001,0.16000001,0.28,0
打っつかる,0.03125,0,0,0.056250002,0.22500001,0.1,0.25,0
対する,0,0,0,0,0.24000001,0.16000001,0.28,0
正対,0,0,0,0,0.24000001,0.16000001,0.28,0
打付かる,0.03125,0,0,0.056250002,0.22500001,0.1,0.25,0
打っ付かる,0.03125,0,0,0.056250002,0.22500001,0.1,0.25,0
ぶっ付かる,0.03125,0,0,0.056250002,0.22500001,0.1,0.25,0
向かいあう,0,0,0,0,0.24000001,0.16000001,0.28,0
敵する,0,0,0,0,0.24000001,0.16000001,0.28,0
押し立つ,0,0,0,0,0.24000001,0.16000001,0.28,0
向かい合う,0,0,0,0,0.24000001,0.16000001,0.28,0
対戦,0,0,0,0,0.24000001,0.16000001,0.28,0
立掛かる,0,0,0,0,0.24000001,0.16000001,0.28,0
立ち向かう,0,0,0,0,0.24000001,0.16000001,0.28,0
取っ組む,0,0,0,0,0.3,0,0.3,0
ぶち当たる,0.041666668,0,0,0.075,0.2,0.13333334,0.23333333,0
直面,0,0,0,0,0.24000001,0.16000001,0.28,0
立ちむかう,0,0,0,0,0.24000001,0.16000001,0.28,0
向き合う,0,0,0,0,0.24000001,0.16000001,0.28,0
打ち当たる,0.041666668,0,0,0.075,0.2,0.13333334,0.23333333,0
真向かう,0,0,0,0,0.24000001,0.16000001,0.28,0
仇する,0,0,0,0,0.25714287,0.114285715,0.2857143,0
はだかる,0,0,0,0,0.24000001,0.16000001,0.28,0
迎撃つ,0,0,0,0,0.24000001,0.16000001,0.28,0
立ち掛る,0,0,0,0,0.24000001,0.16000001,0.28,0
立向う,0,0,0,0,0.24000001,0.16000001,0.28,0
向う,0,0,0,0,0.24000001,0.16000001,0.28,0
中たる,0.041666668,0,0,0.075,0.2,0.13333334,0.23333333,0
乱す,0.15703464,0,0.11046537,0.22709957,0.03306277,0.11306367,0.035037883,0.10992514
勤しむ,0,0,0.10000001,0,0.23333333,0,0.26666668,0
心掛ける,0,0,0.10000001,0,0.23333333,0,0.26666668,0
務める,0,0,0.10000001,0,0.23333333,0,0.26666668,0
力行,0,0,0.10000001,0,0.23333333,0,0.26666668,0
心懸ける,0,0,0.10000001,0,0.23333333,0,0.26666668,0
励む,0,0,0.10000001,0,0.23333333,0,0.26666668,0
参与,0,0,0.21666667,0.16666667,0.11666667,0.033333335,0.18333334,0
関与,0,0,0.21666667,0.16666667,0.11666667,0.033333335,0.18333334,0
干与,0,0,0.21666667,0.16666667,0.11666667,0.033333335,0.18333334,0
携わる,0,0,0.21666667,0.16666667,0.11666667,0.033333335,0.18333334,0
抗争,0.083333336,0,0,0.15,0.2,0,0.2,0
楯つく,0,0,0,0,0.3,0,0.3,0
争闘,0.12142857,0,0.023809524,0.06428572,0.20952381,0,0.21904762,0.014285715
合戦,0.083333336,0,0,0.15,0.2,0,0.2,0
争い戦う,0,0,0,0,0.3,0,0.3,0
抵抗,0,0,0,0,0.3,0,0.3,0
せり合う,0,0,0,0,0.3,0,0.3,0
係争,0,0,0,0,0.3,0,0.3,0
手むかう,0,0,0,0,0.3,0,0.3,0
闘わす,0,0,0,0,0.3,0,0.3,0
取合う,0,0,0,0,0.3,0,0.3,0
力くらべ,0,0,0,0,0.3,0,0.3,0
せめぎ合う,0,0,0,0,0.3,0,0.3,0
抗する,0,0,0,0,0.3,0,0.3,0
較べる,0,0,0,0,0.3,0,0.3,0
交戦,0.083333336,0,0,0.15,0.2,0,0.2,0
抗戦,0,0,0,0,0.3,0,0.3,0
競技,0,0,0,0,0.3,0,0.3,0
争う,0,0,0,0,0.3,0,0.3,0
抗う,0,0,0,0,0.3,0,0.3,0
逆らう,0,0,0,0,0.3,0,0.3,0
立ち合う,0,0,0,0,0.3,0,0.3,0
刃向かう,0,0,0,0,0.3,0,0.3,0
競合,0,0,0,0,0.3,0,0.3,0
あらがう,0,0,0,0,0.3,0,0.3,0
歯向う,0,0,0,0,0.3,0,0.3,0
競う,0,0,0,0,0.3,0,0.3,0
競り合う,0,0,0,0,0.3,0,0.3,0
抗す,0,0,0,0,0.3,0,0.3,0
闘争,0.12142857,0,0.023809524,0.06428572,0.20952381,0,0.21904762,0.014285715
喧嘩,0.120000005,0,0.072000004,0.02666667,0.12533334,0.13599999,0.23866667,0.033333335
手向う,0,0,0,0,0.3,0,0.3,0
張りあう,0,0,0,0,0.3,0,0.3,0
反抗,0,0,0,0,0.15,0.30833334,0.30833334,0
競合う,0,0,0,0,0.3,0,0.3,0
やり合う,0,0,0,0,0.3,0,0.3,0
引きくらべる,0,0,0,0,0.3,0,0.3,0
遣り合う,0,0,0,0,0.3,0,0.3,0
取り合う,0,0,0,0,0.3,0,0.3,0
競いあう,0,0,0,0,0.3,0,0.3,0
歯向かう,0,0,0,0,0.3,0,0.3,0
競りあう,0,0,0,0,0.3,0,0.3,0
戦わす,0,0,0,0,0.3,0,0.3,0
競る,0,0,0,0,0.3,0,0.3,0
比べる,0,0,0,0,0.3,0,0.3,0
繋争,0.05,0,0.03866667,0.116666675,0.12533334,0.13599999,0.23866667,0.013333334
競争,0,0,0,0,0.3,0,0.3,0
手向かう,0,0,0,0,0.3,0,0.3,0
競い合う,0,0,0,0,0.3,0,0.3,0
戦闘,0.2125,0,0.041666668,0.112500004,0.15,0,0.15,0.025000002
運動,0,0,0.011111111,0.1388889,0.22500001,0,0.22500001,0
勝負,0,0,0.09,0,0.24,0,0.27,0
楯突く,0,0,0,0,0.3,0,0.3,0
反する,0,0,0,0,0.3,0,0.3,0
引き比べる,0,0,0,0,0.3,0,0.3,0
盾突く,0,0,0,0,0.3,0,0.3,0
折損,0,0,0.075,0,0.25,0,0.275,0
勤勉,0,0,0.21666667,0.16666667,0.11666667,0.033333335,0.18333334,0
精励,0,0,0.21666667,0.16666667,0.11666667,0.033333335,0.18333334,0
勤倹,0,0,0.21666667,0.16666667,0.11666667,0.033333335,0.18333334,0
応用力,0,0,0.21666667,0.16666667,0.11666667,0.033333335,0.18333334,0
アプリ,0,0,0.21666667,0.16666667,0.11666667,0.033333335,0.18333334,0
塗布,0,0,0.21666667,0.16666667,0.11666667,0.033333335,0.18333334,0
アプリケーション,0,0,0.21666667,0.16666667,0.11666667,0.033333335,0.18333334,0
精進,0,0,0.21666667,0.16666667,0.11666667,0.033333335,0.18333334,0
応用,0,0,0.21666667,0.16666667,0.11666667,0.033333335,0.18333334,0
願い出,0,0,0.21666667,0.16666667,0.11666667,0.033333335,0.18333334,0
適用業務,0,0,0.21666667,0.16666667,0.11666667,0.033333335,0.18333334,0
戦,0.041666668,0,0.075,0.075,0.19444445,0,0.23055556,0
闘い,0.2125,0,0.041666668,0.112500004,0.14166667,0,0.15833333,0.025000002
闘諍,0.2125,0,0.041666668,0.112500004,0.14166667,0,0.15833333,0.025000002
戦い,0.12142857,0,0.08809524,0.06428572,0.16666667,0,0.19761905,0.014285715
立廻り,0,0,0,0,0.3,0,0.3,0
組み討ち,0.125,0,0,0.22500001,0.15,0,0.15,0
組打ち,0,0,0,0,0.3,0,0.3,0
揉みあい,0.125,0,0,0.22500001,0.15,0,0.15,0
取っ組み合い,0,0,0,0,0.3,0,0.3,0
組討,0,0,0,0,0.3,0,0.3,0
大立回り,0,0,0,0,0.3,0,0.3,0
乱軍,0,0,0,0,0.3,0,0.3,0
殴り合い,0,0,0,0,0.3,0,0.3,0
立回り,0,0,0,0,0.3,0,0.3,0
取っくみあい,0,0,0,0,0.3,0,0.3,0
もみ合い,0,0,0,0,0.3,0,0.3,0
組討ち,0,0,0,0,0.3,0,0.3,0
揉合い,0,0,0,0,0.3,0,0.3,0
組打,0,0,0,0,0.3,0,0.3,0
活劇,0,0,0,0,0.3,0,0.3,0
組み打ち,0,0,0,0,0.3,0,0.3,0
大立回,0,0,0,0,0.3,0,0.3,0
立ち回り,0,0,0,0,0.3,0,0.3,0
揉み合い,0.125,0,0,0.22500001,0.15,0,0.15,0
立ち廻り,0,0,0,0,0.3,0,0.3,0
取組合,0,0,0,0,0.3,0,0.3,0
取っ組みあい,0,0,0,0,0.3,0,0.3,0
大立ち回り,0,0,0,0,0.3,0,0.3,0
もみ合,0,0,0,0,0.3,0,0.3,0
取っ組合い,0,0,0,0,0.3,0,0.3,0
揉合,0,0,0,0,0.3,0,0.3,0
典儀,0.5426667,0.172,0,0,0,0,0,0
儀,0.5426667,0.172,0,0,0,0,0,0
式典,0.5426667,0.172,0,0,0,0,0,0
セレモニー,0.5426667,0.172,0,0,0,0,0,0
式,0.54222226,0.17333335,0,0,0,0,0,0
挙行,0.54222226,0.17333335,0,0,0,0,0,0
式事,0.5426667,0.172,0,0,0,0,0,0
会,0.5426667,0.172,0,0,0,0,0,0
儀式用,0.5426667,0.172,0,0,0,0,0,0
儀式,0.5426667,0.172,0,0,0,0,0,0
典,0.5426667,0.172,0,0,0,0,0,0
貫徹,0.16000001,0.66,0,0,0,0,0,0
ぐちゃぐちゃ,0,0,0.11904762,0,0.11904762,0.35714287,0.27142859,0
泥まみれ,0,0,0,0,0,0.6666667,0.20000002,0
泥だらけ,0,0,0,0,0,0.6666667,0.20000002,0
ぐちょぐちょ,0,0,0.11904762,0,0.11904762,0.35714287,0.27142859,0
びちゃびちゃ,0,0,0.083333336,0,0.083333336,0.45,0.25,0
ぐしょぐしょ,0,0,0.083333336,0,0.083333336,0.45,0.25,0
消極的,0.11574074,0.05277778,0.11111111,0.031481482,0.11111111,0.022222223,0.033333335,0.19444445
とろくさい,0,0,0.044444446,0.096,0.104444444,0.21733333,0.09200001,0.1388889
受動的,0,0,0.16666667,0,0.16666667,0.033333335,0.050000004,0.29166666
不活性,0.044444446,0,0.16666667,0.022222223,0.16666667,0.022222223,0.033333335,0.25
低調,0,0,0.16666667,0,0.16666667,0.033333335,0.050000004,0.29166666
不作為,0.044444446,0,0.16666667,0.022222223,0.16666667,0.022222223,0.033333335,0.25
音なし,0.044444446,0,0.16666667,0.022222223,0.16666667,0.022222223,0.033333335,0.25
ネガチブ,0,0,0.11111111,0,0.11111111,0.15555556,0.23333335,0.19444445
沈滞,0.033333335,0,0.125,0.016666668,0.125,0.029166667,0.04375,0.296875
パッシブ,0,0,0.16666667,0,0.16666667,0.033333335,0.050000004,0.29166666
パッシーブ,0,0,0.16666667,0,0.16666667,0.033333335,0.050000004,0.29166666
活気のない,0,0,0.16666667,0,0.16666667,0.033333335,0.050000004,0.29166666
ネガティブ,0,0,0.11111111,0,0.11111111,0.15555556,0.23333335,0.19444445
フラット,0.20694445,0.09916667,0.055555556,0.053888887,0.055555556,0.011111111,0.016666668,0.13055556
ネガティヴ,0,0,0.11111111,0,0.11111111,0.15555556,0.23333335,0.19444445
音無し,0.17619048,0.042857148,0.071428575,0.13095239,0.071428575,0.020238096,0.014285715,0.10714286
悪知恵,0,0,0.041666668,0,0.041666668,0.025,0.0375,0.42708334
狡知,0,0,0.041666668,0,0.041666668,0.025,0.0375,0.42708334
手落,0.16,0.096,0.008333334,0.032,0.008333334,0.0050000004,0.0075000003,0.24541667
為落ち,0.16,0.096,0.008333334,0.032,0.008333334,0.0050000004,0.0075000003,0.24541667
仕落ち,0.16,0.096,0.008333334,0.032,0.008333334,0.0050000004,0.0075000003,0.24541667
粗漏,0.16,0.096,0.008333334,0.032,0.008333334,0.0050000004,0.0075000003,0.24541667
遺漏,0.04,0.024,0.033333335,0.008,0.033333335,0.020000001,0.030000001,0.38166666
為落し,0.16,0.096,0.008333334,0.032,0.008333334,0.0050000004,0.0075000003,0.24541667
仕落,0.16,0.096,0.008333334,0.032,0.008333334,0.0050000004,0.0075000003,0.24541667
乗りとる,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
攻め込む,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
攻めこむ,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
乗っ取る,0.17333335,0.058333337,0.31904763,0.17261904,0.014285714,0,0.012857144,0
攻略,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
侵寇,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
攻込む,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
攻め入る,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
占有,0.48749998,0.103750005,0.11928572,0.009464286,0.010714286,0,0.009642857,0
侵攻,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
侵す,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
進駐,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
侵犯,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
拿,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
打ち入る,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
逮捕,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
侵略,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
征服,0.13,0.047500003,0.35857144,0.13892859,0.021428572,0,0.019285714,0
乗り取る,0.17333335,0.058333337,0.31904763,0.17261904,0.014285714,0,0.012857144,0
侵入,0,0.0075000003,0.23857144,0.018928573,0.021428572,0.4,0.119285725,0
仕事,0.05333334,0.11833335,0.20904763,0.08261905,0.022619048,0.07111111,0.13619049,0.027777778
侵掠,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
討ち入る,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
攻めよる,0,0.015000001,0.47714287,0.037857145,0.042857144,0,0.03857143,0
赤赤と,0,0,0,0,0,0.62,0.24000001,0
嚇々,0,0,0,0,0,0.62,0.24000001,0
赤々と,0,0,0,0,0,0.62,0.24000001,0
炯々たる,0.25,0.15166667,0.0025000002,0.0050000004,0.03666667,0.23666666,0.12583333,0
嚇嚇,0,0,0,0,0,0.62,0.24000001,0
燦爛,0,0,0,0,0,0.62,0.24000001,0
赫々,0,0,0,0,0,0.62,0.24000001,0
烱々たる,0.25,0.15166667,0.0025000002,0.0050000004,0.03666667,0.23666666,0.12583333,0
燦燦,0,0,0,0,0,0.62,0.24000001,0
きららか,0.25,0.15166667,0.0025000002,0.0050000004,0.03666667,0.23666666,0.12583333,0
赤赤,0,0,0,0,0,0.62,0.24000001,0
晃晃,0,0,0,0,0,0.62,0.24000001,0
赫赫,0,0,0,0,0,0.62,0.24000001,0
明々と,0,0,0,0,0,0.62,0.24000001,0
昭昭,0,0,0,0,0,0.62,0.24000001,0
煌々,0,0,0,0,0,0.62,0.24000001,0
煌らか,0.25,0.15166667,0.0025000002,0.0050000004,0.03666667,0.23666666,0.12583333,0
きらきら,0.05,0,0.15928572,0.054285716,0.025,0.36357144,0.120000005,0.075
炳として,0,0,0,0,0,0.62,0.24000001,0
煌煌,0,0,0,0,0,0.62,0.24000001,0
閃々たる,0.25,0.15166667,0.0025000002,0.0050000004,0.03666667,0.23666666,0.12583333,0
燦々,0,0,0,0,0,0.62,0.24000001,0
赤々,0,0,0,0,0,0.62,0.24000001,0
爛たる,0,0,0,0,0,0.62,0.24000001,0
烱烱たる,0.25,0.15166667,0.0025000002,0.0050000004,0.03666667,0.23666666,0.12583333,0
閃閃たる,0.25,0.15166667,0.0025000002,0.0050000004,0.03666667,0.23666666,0.12583333,0
あかあか,0,0,0,0,0,0.62,0.24000001,0
明明,0,0,0,0,0,0.62,0.24000001,0
きらっと,0,0,0,0,0,0.62,0.24000001,0
ぴかっと,0,0,0,0,0,0.62,0.24000001,0
昭々,0,0,0,0,0,0.62,0.24000001,0
煌か,0.25,0.15166667,0.0025000002,0.0050000004,0.03666667,0.23666666,0.12583333,0
明明と,0,0,0,0,0,0.62,0.24000001,0
盛沢山,0.3125,0.225,0,0,0,0.31,0.120000005,0
盛りだくさん,0.3125,0.225,0,0,0,0.31,0.120000005,0
もり沢山,0.3125,0.225,0,0,0,0.31,0.120000005,0
華,0,0,0,0,0,0.62,0.24000001,0
カラフル,0,0,0,0,0,0.62,0.24000001,0
多彩,0,0,0,0,0,0.62,0.24000001,0
疲労困憊,0,0,0,0,0,0.6,0.40000004,0
ださい,0,0,0,0.027500002,0,0.6504166,0.20541668,0
土くさい,0,0,0,0.027500002,0,0.6504166,0.20541668,0
土臭い,0,0,0,0.027500002,0,0.6504166,0.20541668,0
土気,0,0,0,0.027500002,0,0.6504166,0.20541668,0
無色,0,0,0,0.027500002,0,0.6504166,0.20541668,0
そぐわない,0,0,0,0,0,0.74,0.18,0
不相応,0,0,0,0,0,0.74,0.18,0
不適当,0,0.016666668,0,0.05,0.033333335,0.5822223,0.15333334,0
凡庸さ,0.4,0,0,0.020000001,0,0.36666667,0.050000004,0
中分,0.4,0,0,0.020000001,0,0.36666667,0.050000004,0
平々凡々たる,0.4,0,0,0.020000001,0,0.36666667,0.050000004,0
人並,0,0,0,0.040000003,0,0.73333335,0.10000001,0
凡常,0.37361112,0.07916667,0,0.05722222,0,0.18333334,0.025000002,0
平俗,0.37361112,0.07916667,0,0.05722222,0,0.18333334,0.025000002,0
月並,0,0,0,0.040000003,0,0.73333335,0.10000001,0
当り前,0.37361112,0.07916667,0,0.05722222,0,0.18333334,0.025000002,0
庸劣,0.4,0,0,0.020000001,0,0.36666667,0.050000004,0
通途,0.37361112,0.07916667,0,0.05722222,0,0.18333334,0.025000002,0
在り来り,0,0,0,0.040000003,0,0.73333335,0.10000001,0
十人並,0.4,0,0,0.020000001,0,0.36666667,0.050000004,0
有りふれた,0.4,0,0,0.020000001,0,0.36666667,0.050000004,0
あたり前,0,0,0,0.040000003,0,0.73333335,0.10000001,0
並並,0,0,0,0.040000003,0,0.73333335,0.10000001,0
凡愚,0.4,0,0,0.020000001,0,0.36666667,0.050000004,0
日常的,0,0,0,0.040000003,0,0.73333335,0.10000001,0
平平たる,0.36833337,0.095000006,0,0.064666666,0,0.14666665,0.020000001,0
常識的,0.37361112,0.07916667,0,0.05722222,0,0.18333334,0.025000002,0
常並,0.37361112,0.07916667,0,0.05722222,0,0.18333334,0.025000002,0
通塗,0.37361112,0.07916667,0,0.05722222,0,0.18333334,0.025000002,0
平坦,0.26333335,0.16000001,0,0.08466667,0,0.14666665,0.020000001,0
平々たる,0.36833337,0.095000006,0,0.064666666,0,0.14666665,0.020000001,0
庸俗,0,0,0,0.040000003,0,0.73333335,0.10000001,0
常並み,0.37361112,0.07916667,0,0.05722222,0,0.18333334,0.025000002,0
通常,0.2,0.2,0,0.020000001,0,0.36666667,0.050000004,0
世間的,0.37361112,0.07916667,0,0.05722222,0,0.18333334,0.025000002,0
中品,0.4,0,0,0.020000001,0,0.36666667,0.050000004,0
平平,0,0,0,0.040000003,0,0.73333335,0.10000001,0
月並み,0.4,0,0,0.020000001,0,0.36666667,0.050000004,0
有り触れた,0.4,0,0,0.020000001,0,0.36666667,0.050000004,0
凡俗,0.37361112,0.07916667,0,0.05722222,0,0.18333334,0.025000002,0
陳腐,0.4,0,0,0.020000001,0,0.36666667,0.050000004,0
在り来たり,0.37361112,0.07916667,0,0.05722222,0,0.18333334,0.025000002,0
並み,0,0,0,0.040000003,0,0.73333335,0.10000001,0
月次,0.4,0,0,0.020000001,0,0.36666667,0.050000004,0
並み大抵,0.37361112,0.07916667,0,0.05722222,0,0.18333334,0.025000002,0
平々,0,0,0,0.040000003,0,0.73333335,0.10000001,0
当たり前,0.37361112,0.07916667,0,0.05722222,0,0.18333334,0.025000002,0
常なみ,0.37361112,0.07916667,0,0.05722222,0,0.18333334,0.025000002,0
並々,0,0,0,0.040000003,0,0.73333335,0.10000001,0
並,0,0,0,0.040000003,0,0.73333335,0.10000001,0
中,0.4,0,0,0.020000001,0,0.36666667,0.050000004,0
月なみ,0.4,0,0,0.020000001,0,0.36666667,0.050000004,0
並み並み,0,0,0,0.040000003,0,0.73333335,0.10000001,0
庸,0.4,0,0,0.020000001,0,0.36666667,0.050000004,0
寝返り,0,0,0,0,0,0.74,0.18,0
裏切,0,0,0,0,0,0.74,0.18,0
内応,0,0,0,0,0,0.74,0.18,0
逆心,0,0,0,0,0,0.74,0.18,0
背信行為,0,0,0,0,0,0.74,0.18,0
内通,0,0,0,0,0,0.74,0.18,0
異心,0,0,0,0,0,0.74,0.18,0
情交,0.23666668,0.21333334,0,0,0.1,0.14799999,0.13599999,0
背信,0,0,0,0,0,0.74,0.18,0
裏切り行為,0,0,0,0,0,0.74,0.18,0
ポジティブ,0.8,0,0,0,0,0,0,0
ポジチブ,0.8,0,0,0,0,0,0,0
ポジティヴ,0.8,0,0,0,0,0,0,0
気魄,0.8,0,0,0,0,0,0,0
ダイナミック,0.8,0,0,0,0,0,0,0
理知的,0.62500006,0.1,0,0.025,0,0,0,0
精神状態,0.5708333,0.25,0,0,0,0,0,0
荷車,0.8,0,0,0,0,0,0,0
荷馬車,0.8,0,0,0,0,0,0,0
ワゴン,0.8,0,0,0,0,0,0,0
車力,0.8,0,0,0,0,0,0,0
ホースパワー,0.8,0,0,0,0,0,0,0
馬車,0.8,0,0,0,0,0,0,0
気魂,0.8,0,0,0,0,0,0,0
精神,0.8,0,0,0,0,0,0,0
性霊,0.8,0,0,0,0,0,0,0
心魂,0.8,0,0,0,0,0,0,0
霊,0.8,0,0,0,0,0,0,0
エスプリ,0.8,0,0,0,0,0,0,0
胆魂,0.8,0,0,0,0,0,0,0
ガイスト,0.8,0,0,0,0,0,0,0
マインド,0.8,0,0,0,0,0,0,0
神,0.8,0,0,0,0,0,0,0
スピリット,0.8,0,0,0,0,0,0,0
心意,0.8,0,0,0,0,0,0,0
心霊,0.8,0,0,0,0,0,0,0
ライフフォース,0.8,0,0,0,0,0,0,0
エナージー,0.8,0,0,0,0,0,0,0
自由エネルギー,0.8,0,0,0,0,0,0,0
煌めき,0.8,0,0,0,0,0,0,0
耀き,0.8,0,0,0,0,0,0,0
光,0.8,0,0,0,0,0,0,0
スタミナ,0.8,0,0,0,0,0,0,0
強靭さ,0.8,0,0,0,0,0,0,0
岩乗さ,0.8,0,0,0,0,0,0,0
ねばり強さ,0.8,0,0,0,0,0,0,0
タフネス,0.8,0,0,0,0,0,0,0
頑丈さ,0.8,0,0,0,0,0,0,0
健康さ,0.62500006,0.1,0,0.025,0,0,0,0
ヘルス,0.62500006,0.1,0,0.025,0,0,0,0
健全さ,0.62500006,0.1,0,0.025,0,0,0,0
工合,0.62500006,0.1,0,0.025,0,0,0,0
力倆,0.8,0,0,0,0,0,0,0
力強さ,0.8,0,0,0,0,0,0,0
権勢,0.525,0,0,0.22500001,0,0,0,0
パワー,0.8,0,0,0,0,0,0,0
アビリティー,0.8,0,0,0,0,0,0,0
偉力,0.525,0,0,0.22500001,0,0,0,0
才力,0.26666668,0,0,0,0,0.56666666,0.10000001,0
才幹,0.8,0,0,0,0,0,0,0
勢威,0.525,0,0,0.22500001,0,0,0,0
力量,0.8,0,0,0,0,0,0,0
勢,0.525,0,0,0.22500001,0,0,0,0
権威,0.525,0,0,0.22500001,0,0,0,0
勢い,0.525,0,0,0.22500001,0,0,0,0
威光,0.525,0,0,0.22500001,0,0,0,0
アビリティ,0.8,0,0,0,0,0,0,0
威力,0.525,0,0,0.22500001,0,0,0,0
活発さ,0.8,0,0,0,0,0,0,0
元気さ,0.8,0,0,0,0,0,0,0
精霊,0.8,0,0,0,0,0,0,0
霊魂,0.8,0,0,0,0,0,0,0
とき放つ,0,0,0.1,0.1,0.32,0,0.120000005,0.1
解きはなす,0,0,0.1,0.1,0.32,0,0.120000005,0.1
解放つ,0,0,0.1,0.1,0.32,0,0.120000005,0.1
釈放,0,0,0.1,0.1,0.32,0,0.120000005,0.1
とき放す,0,0,0.1,0.1,0.32,0,0.120000005,0.1
免ずる,0,0,0.1,0.1,0.32,0,0.120000005,0.1
逃がす,0,0,0.1,0.1,0.32,0,0.120000005,0.1
解き放す,0,0,0.1,0.1,0.32,0,0.120000005,0.1
免じる,0,0.16250001,0.05,0.18125,0.16,0,0.060000002,0.05
解きはなつ,0,0,0.1,0.1,0.32,0,0.120000005,0.1
はけ口,0,0,0.1,0.1,0.32,0,0.120000005,0.1
手離す,0,0,0.1,0.1,0.32,0,0.120000005,0.1
放出,0,0,0.1,0.1,0.32,0,0.120000005,0.1
除免,0,0,0.1,0.1,0.32,0,0.120000005,0.1
出口,0,0,0.1,0.1,0.32,0,0.120000005,0.1
解き放つ,0,0,0.1,0.1,0.32,0,0.120000005,0.1
解き離す,0,0,0.1,0.1,0.32,0,0.120000005,0.1
追い放つ,0,0,0.1,0.1,0.32,0,0.120000005,0.1
解放す,0,0,0.1,0.1,0.32,0,0.120000005,0.1
放免,0,0,0.1,0.1,0.32,0,0.120000005,0.1
追い放す,0,0,0.1,0.1,0.32,0,0.120000005,0.1
救い出す,0,0,0.1,0.1,0.32,0,0.120000005,0.1
追放す,0,0,0.1,0.1,0.32,0,0.120000005,0.1
取り離す,0,0,0.1,0.1,0.32,0,0.120000005,0.1
免除,0,0,0.1,0.1,0.32,0,0.120000005,0.1
取離す,0,0,0.1,0.1,0.32,0,0.120000005,0.1
傾く,0.14333333,0.126,0.04766667,0.061333332,0.100999996,0.22066668,0.07733334,0.04
敗,0,0,0.1,0.1,0.32,0,0.120000005,0.1
敗戦,0,0,0.1,0.1,0.32,0,0.120000005,0.1
負,0,0,0.1,0.1,0.32,0,0.120000005,0.1
